Publisher_Nintendo,Critic_Count,User_Count,Critic_Score,Year_of_Release,Platform_GB,Platform_NES,User_Score,Platform_X360,Platform_PC,Platform_Wii,Publisher_Other,Genre_Platform,Global_Sales
0,32.0,93.0,81.0,2008.0,0,0,7.9,0,0,0,0,0,1.34
1,71.0,482.0,79.0,2010.0,0,0,6.5,0,0,1,0,0,1.34
0,72.0,533.0,84.0,2011.0,0,0,7.5,1,0,0,0,0,1.34
0,57.0,440.0,92.0,2008.0,0,0,8.9,0,0,0,1,0,1.34
0,56.0,147.0,84.0,2011.0,0,0,7.3,0,0,0,1,0,1.34
0,0.0,0.0,71.0,1994.0,0,0,7.5,0,0,0,1,0,1.34
0,71.0,116.0,88.0,2005.0,0,0,7.4,0,0,0,0,0,1.34
0,24.0,252.0,74.0,2015.0,0,0,6.9,0,0,0,0,0,1.34
0,46.0,83.0,84.0,2010.0,0,0,7.8,0,0,0,1,0,1.34
0,34.0,78.0,71.0,2005.0,0,0,8.6,0,0,0,1,0,1.34
1,49.0,30.0,80.0,2004.0,0,0,8.3,0,0,0,0,1,1.34
0,26.0,60.0,74.0,2006.0,0,0,8.4,0,0,0,0,0,1.34
0,76.0,187.0,79.0,2006.0,0,0,7.1,1,0,0,1,0,1.34
0,0.0,0.0,71.0,2000.0,0,0,7.5,0,1,0,0,0,1.34
0,0.0,22.0,71.0,2014.0,0,0,3.5,0,0,0,0,0,1.34
0,27.0,63.0,73.0,2003.0,0,0,8.2,0,0,0,0,0,1.34
0,50.0,203.0,84.0,2008.0,0,0,8.1,0,0,0,0,0,1.34
0,28.0,51.0,90.0,2004.0,0,0,8.6,0,0,0,0,0,1.34
0,0.0,0.0,71.0,2016.0,0,0,7.5,0,0,0,1,0,1.33
0,0.0,0.0,71.0,2004.0,0,0,7.5,0,0,0,0,1,1.33
0,100.0,1156.0,83.0,2010.0,0,0,8.1,1,0,0,1,0,1.33
0,0.0,0.0,71.0,2002.0,0,0,7.5,0,0,0,0,0,1.33
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,1,0,1.33
0,0.0,0.0,71.0,2000.0,1,0,7.5,0,0,0,0,0,1.33
0,0.0,0.0,71.0,2003.0,0,0,7.5,0,0,0,0,0,1.33
0,0.0,0.0,71.0,2000.0,0,0,7.5,0,0,0,0,0,1.33
1,60.0,279.0,92.0,2004.0,0,0,8.8,0,0,0,0,0,1.33
0,0.0,0.0,71.0,2016.0,0,0,7.5,0,0,0,1,0,1.33
0,15.0,21.0,57.0,2004.0,0,0,6.5,0,0,0,1,0,1.33
0,27.0,41.0,74.0,2007.0,0,0,7.3,0,0,0,0,0,1.33
0,37.0,45.0,83.0,2013.0,0,0,5.7,1,0,0,0,1,1.32
0,85.0,280.0,93.0,2009.0,0,0,8.3,0,0,0,0,0,1.32
0,70.0,80.0,84.0,2010.0,0,0,6.7,1,0,0,0,0,1.32
0,47.0,930.0,91.0,2008.0,0,0,7.5,0,1,0,0,0,1.32
1,0.0,0.0,71.0,1985.0,0,1,7.5,0,0,0,0,0,1.32
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,1,0,1.32
0,20.0,25.0,93.0,2002.0,0,0,7.4,0,0,0,1,0,1.32
0,71.0,318.0,70.0,2012.0,0,0,7.2,0,0,0,0,0,1.32
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,1,0,1.32
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,0,0,1.32
0,0.0,0.0,71.0,2003.0,0,0,7.5,0,0,0,1,0,1.32
0,32.0,25.0,73.0,2010.0,0,0,7.5,1,0,0,0,0,1.32
0,36.0,38.0,74.0,2005.0,0,0,8.5,0,0,0,0,0,1.32
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,0,0,1.32
0,0.0,0.0,71.0,2011.0,0,0,7.5,0,0,0,0,0,1.31
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,1,0,1.31
0,0.0,0.0,71.0,2010.0,0,0,7.5,0,0,0,0,0,1.31
0,0.0,63.0,71.0,2002.0,0,0,7.4,0,0,0,1,0,1.31
0,37.0,353.0,81.0,2011.0,0,0,6.2,0,0,0,1,0,1.31
0,42.0,52.0,79.0,2010.0,0,0,8.0,0,0,0,1,0,1.31
0,25.0,25.0,69.0,2005.0,0,0,7.4,0,0,0,0,1,1.31
0,13.0,3963.0,91.0,2015.0,0,0,9.2,0,0,0,0,0,1.31
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,0,0,1.31
0,0.0,0.0,71.0,1983.0,0,0,7.5,0,0,0,0,1,1.31
0,20.0,27.0,61.0,2002.0,0,0,7.3,0,0,0,1,0,1.31
0,83.0,356.0,78.0,2009.0,0,0,7.8,1,0,0,0,0,1.31
0,76.0,139.0,94.0,2004.0,0,0,7.2,0,0,0,0,0,1.31
0,76.0,127.0,89.0,2009.0,0,0,8.6,1,0,0,1,0,1.3
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,1,0,1.3
0,0.0,0.0,71.0,2002.0,0,0,7.5,0,0,0,0,0,1.3
0,12.0,39.0,63.0,2006.0,0,0,6.0,0,0,0,0,0,1.3
1,83.0,376.0,78.0,2015.0,0,0,8.5,0,0,0,0,1,1.3
0,35.0,38.0,80.0,2012.0,0,0,6.6,1,0,0,0,0,1.3
0,22.0,6.0,78.0,2005.0,0,0,8.3,0,0,0,0,0,1.3
0,0.0,0.0,71.0,1995.0,0,0,7.5,0,0,0,1,0,1.3
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,1,0,1.3
0,59.0,132.0,80.0,2009.0,0,0,7.0,1,0,0,0,0,1.3
0,22.0,402.0,78.0,2015.0,0,0,6.1,0,0,0,0,0,1.3
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,0,0,1.3
0,0.0,113.0,71.0,2014.0,0,0,7.3,0,0,0,0,0,1.29
1,25.0,25.0,68.0,2010.0,0,0,8.2,0,0,0,0,0,1.29
0,24.0,33.0,75.0,2008.0,0,0,7.7,0,0,0,1,0,1.29
0,0.0,0.0,71.0,2002.0,0,0,7.5,0,0,0,1,0,1.29
0,0.0,0.0,71.0,2002.0,0,0,7.5,0,0,0,1,0,1.29
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,1,1,0,1.29
0,54.0,406.0,85.0,2011.0,0,0,7.2,0,0,0,0,0,1.29
0,10.0,5.0,49.0,2003.0,0,0,6.2,0,0,0,1,1,1.29
1,0.0,0.0,71.0,2005.0,0,0,7.5,0,0,0,0,0,1.29
0,19.0,8.0,67.0,2007.0,0,0,5.9,0,0,0,1,0,1.29
0,4.0,5.0,56.0,2009.0,0,0,5.0,0,0,1,1,0,1.29
0,51.0,27.0,75.0,2004.0,0,0,8.6,0,0,0,1,0,1.29
0,26.0,387.0,74.0,2015.0,0,0,7.8,0,0,0,1,0,1.29
0,38.0,7512.0,84.0,2015.0,0,0,5.4,0,1,0,1,0,1.29
0,26.0,66.0,79.0,2010.0,0,0,7.9,0,0,0,0,1,1.29
0,53.0,292.0,72.0,2014.0,0,0,7.5,0,0,0,0,0,1.29
0,32.0,30.0,66.0,2007.0,0,0,7.6,0,0,1,0,0,1.29
0,0.0,0.0,71.0,2005.0,0,0,7.5,0,0,0,0,0,1.29
0,0.0,13.0,71.0,2008.0,0,0,8.4,0,0,1,0,0,1.28
0,11.0,613.0,77.0,2015.0,0,0,8.4,0,0,0,1,0,1.28
0,51.0,57.0,85.0,2004.0,0,0,8.4,0,0,0,1,0,1.28
0,5.0,10.0,73.0,2007.0,0,0,7.4,0,0,0,1,0,1.28
1,0.0,0.0,71.0,1989.0,1,0,7.5,0,0,0,0,0,1.28
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,1,0,1.28
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,0,0,0,1.28
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,1,0,1.28
0,47.0,136.0,76.0,2003.0,0,0,8.3,0,0,0,0,0,1.28
0,21.0,26.0,67.0,2006.0,0,0,7.3,0,0,1,0,0,1.28
0,34.0,557.0,89.0,2001.0,0,0,8.9,0,0,0,0,0,1.28
0,12.0,358.0,93.0,1997.0,0,0,9.4,0,0,0,0,1,1.27
0,16.0,19.0,73.0,2008.0,0,0,7.2,0,0,1,0,0,1.27
0,8.0,26.0,69.0,2014.0,0,0,7.2,1,0,0,1,0,1.27
0,31.0,71.0,76.0,2005.0,0,0,6.6,0,1,0,0,0,1.27
0,69.0,1107.0,91.0,2014.0,0,0,8.1,0,0,0,0,0,1.27
1,75.0,487.0,83.0,2012.0,0,0,8.7,0,0,0,0,0,1.27
1,46.0,134.0,59.0,2012.0,0,0,6.3,0,0,0,0,0,1.27
0,8.0,17.0,77.0,2008.0,0,0,8.9,0,0,0,1,0,1.27
0,0.0,0.0,71.0,1995.0,0,0,7.5,0,0,0,0,0,1.27
0,0.0,0.0,71.0,1981.0,0,0,7.5,0,0,0,1,0,1.27
0,32.0,44.0,84.0,2008.0,0,0,7.2,1,0,0,0,0,1.27
0,33.0,26.0,85.0,2003.0,0,0,9.1,0,0,0,0,0,1.27
1,0.0,0.0,71.0,1984.0,0,1,7.5,0,0,0,0,0,1.27
0,70.0,1311.0,75.0,2014.0,0,0,6.2,0,0,0,0,0,1.27
1,28.0,0.0,65.0,2008.0,0,0,7.5,0,0,0,0,0,1.27
0,35.0,60.0,75.0,2002.0,0,0,8.5,0,0,0,1,0,1.27
0,4.0,23.0,30.0,2008.0,0,0,2.0,0,0,1,1,0,1.27
0,60.0,433.0,86.0,2008.0,0,0,8.6,0,0,0,0,0,1.27
0,52.0,89.0,71.0,2011.0,0,0,6.3,1,0,0,0,0,1.27
0,27.0,139.0,57.0,2003.0,0,0,7.9,0,0,0,0,1,1.27
0,0.0,0.0,71.0,2004.0,0,0,7.5,0,0,0,0,0,1.27
0,4.0,4.0,69.0,1994.0,0,0,6.3,0,0,0,0,0,1.27
0,46.0,110.0,78.0,2012.0,0,0,8.0,1,0,0,0,0,1.27
0,50.0,332.0,85.0,2013.0,0,0,8.5,0,0,0,1,0,1.27
0,6.0,123.0,80.0,2013.0,0,0,4.9,0,0,0,0,0,1.27
0,8.0,22.0,79.0,2010.0,0,0,8.1,0,0,1,0,0,1.26
0,36.0,21.0,68.0,2007.0,0,0,5.8,0,0,1,0,0,1.26
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,0,0,1.26
0,23.0,77.0,85.0,2010.0,0,0,8.4,0,1,0,0,0,1.26
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,1,0,1.26
0,0.0,0.0,71.0,2003.0,0,0,7.5,0,1,0,1,0,1.26
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,1,0,1.26
0,20.0,6.0,59.0,2005.0,0,0,7.7,0,0,0,1,0,1.26
0,42.0,166.0,75.0,2008.0,0,0,7.2,0,0,0,1,0,1.26
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,0,0,0,1.25
0,29.0,51.0,65.0,2009.0,0,0,8.9,0,0,0,1,0,1.25
0,10.0,6.0,86.0,2000.0,0,0,8.0,0,0,0,0,0,1.25
0,26.0,278.0,76.0,2013.0,0,0,6.3,0,0,0,1,0,1.25
0,7.0,33.0,68.0,2008.0,0,0,7.4,0,0,0,1,0,1.25
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,1,0,1.25
0,0.0,332.0,71.0,2014.0,0,0,5.0,1,0,0,0,0,1.25
0,64.0,223.0,63.0,2008.0,0,0,6.9,0,0,0,0,0,1.25
0,0.0,0.0,71.0,1988.0,0,1,7.5,0,0,0,0,0,1.25
0,0.0,0.0,71.0,1987.0,0,1,7.5,0,0,0,0,0,1.25
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,1,0,1.25
0,54.0,134.0,83.0,2005.0,0,0,8.5,1,0,0,0,0,1.25
1,27.0,74.0,64.0,2005.0,0,0,8.3,0,0,0,0,0,1.25
0,62.0,194.0,79.0,2006.0,0,0,8.4,0,0,0,0,0,1.25
0,32.0,81.0,86.0,2007.0,0,0,7.6,0,0,0,0,0,1.25
0,71.0,348.0,88.0,2012.0,0,0,8.6,0,0,0,0,1,1.25
1,44.0,190.0,69.0,2015.0,0,0,8.8,0,0,0,0,0,1.25
0,22.0,135.0,74.0,2002.0,0,0,8.5,0,1,0,1,0,1.25
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,0,0,1.25
0,37.0,106.0,52.0,2003.0,0,0,6.2,0,0,0,1,0,1.25
0,45.0,34.0,87.0,2004.0,0,0,8.6,0,0,0,0,0,1.25
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,0,0,1.25
0,51.0,155.0,81.0,2005.0,0,0,8.9,0,0,0,0,0,1.24
0,15.0,4.0,52.0,2007.0,0,0,6.8,0,0,1,1,0,1.24
0,29.0,90.0,87.0,2001.0,0,0,8.3,0,0,0,1,0,1.24
0,10.0,96.0,85.0,1997.0,0,0,9.0,0,0,0,1,1,1.24
0,20.0,6.0,78.0,2000.0,0,0,7.7,0,0,0,0,0,1.24
0,9.0,34.0,78.0,2008.0,0,0,6.9,0,0,0,0,0,1.24
1,0.0,0.0,71.0,1992.0,1,0,7.5,0,0,0,0,0,1.24
0,8.0,13.0,76.0,2007.0,0,0,7.8,0,0,1,1,0,1.24
0,44.0,54.0,61.0,2005.0,0,0,8.1,0,0,0,0,0,1.24
0,53.0,308.0,79.0,2009.0,0,0,7.7,0,0,0,0,0,1.24
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,0,0,1.24
0,36.0,66.0,76.0,2012.0,0,0,6.4,0,0,0,0,0,1.23
0,6.0,29.0,32.0,2001.0,0,0,4.6,0,0,0,0,1,1.23
0,30.0,39.0,83.0,2016.0,0,0,5.9,0,0,0,0,0,1.23
0,89.0,152.0,91.0,2004.0,0,0,8.8,0,0,0,1,0,1.23
0,0.0,0.0,71.0,2011.0,0,0,7.5,0,0,0,1,0,1.23
0,16.0,19.0,70.0,2002.0,0,0,8.1,0,0,0,1,1,1.23
0,51.0,102.0,57.0,2004.0,0,0,5.5,0,0,0,1,0,1.23
0,38.0,69.0,63.0,2009.0,0,0,7.2,0,0,0,0,0,1.23
0,0.0,0.0,71.0,2003.0,0,0,7.5,0,0,0,0,0,1.23
0,0.0,0.0,71.0,2014.0,0,0,7.5,0,0,0,1,0,1.23
0,49.0,73.0,80.0,2012.0,0,0,8.5,1,0,0,1,0,1.23
1,0.0,0.0,71.0,2000.0,1,0,7.5,0,0,0,0,0,1.23
0,0.0,6.0,71.0,2003.0,0,0,7.3,0,0,0,0,1,1.23
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,0,0,1.23
1,81.0,662.0,76.0,2014.0,0,0,8.3,0,0,0,0,0,1.23
0,0.0,0.0,71.0,1986.0,0,1,7.5,0,0,0,0,1,1.23
1,22.0,37.0,80.0,2004.0,0,0,9.1,0,0,0,0,1,1.23
0,59.0,48.0,70.0,2008.0,0,0,6.7,1,0,0,0,0,1.23
1,0.0,0.0,71.0,2003.0,0,0,7.5,0,0,0,0,0,1.23
0,31.0,42.0,75.0,2006.0,0,0,7.3,0,0,0,0,0,1.23
0,6.0,9.0,63.0,2007.0,0,0,7.7,0,0,1,1,0,1.23
0,56.0,57.0,82.0,2010.0,0,0,7.8,0,0,0,0,0,1.23
0,65.0,468.0,78.0,2011.0,0,0,8.2,0,0,0,0,0,1.22
1,39.0,27.0,63.0,2007.0,0,0,7.5,0,0,0,0,0,1.22
1,43.0,48.0,80.0,2004.0,0,0,8.5,0,0,0,0,0,1.22
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,0,0,1.22
0,0.0,0.0,71.0,1984.0,0,1,7.5,0,0,0,0,0,1.22
1,0.0,0.0,71.0,1997.0,1,0,7.5,0,0,0,0,0,1.22
1,0.0,0.0,71.0,1999.0,1,0,7.5,0,0,0,0,0,1.22
0,0.0,0.0,71.0,2006.0,0,0,7.5,0,0,0,1,0,1.22
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,0,0,1.22
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,1,0,1.22
1,29.0,150.0,86.0,2002.0,0,0,9.5,0,0,0,0,0,1.22
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,1,0,1.22
0,24.0,61.0,89.0,2001.0,0,0,8.3,0,0,0,0,0,1.22
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,0,0,1.22
0,19.0,16.0,89.0,2002.0,0,0,7.8,0,0,0,0,0,1.22
0,16.0,17.0,84.0,2007.0,0,0,8.7,0,0,0,1,0,1.22
0,30.0,12.0,71.0,2006.0,0,0,8.4,0,0,0,0,0,1.21
0,28.0,16.0,70.0,2001.0,0,0,6.9,0,0,0,1,0,1.21
0,55.0,22.0,73.0,2004.0,0,0,7.8,0,0,0,0,0,1.21
0,52.0,164.0,85.0,2007.0,0,0,7.7,0,0,0,1,0,1.21
0,22.0,111.0,69.0,2005.0,0,0,8.5,0,0,0,1,0,1.21
0,69.0,206.0,85.0,2011.0,0,0,8.1,0,0,0,1,0,1.21
0,41.0,184.0,86.0,2002.0,0,0,8.6,0,0,0,0,1,1.21
0,47.0,237.0,73.0,2015.0,0,0,7.4,0,0,0,0,0,1.21
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,1,0,1.21
0,13.0,91.0,86.0,2000.0,0,0,9.0,0,0,0,1,0,1.21
0,0.0,0.0,71.0,1992.0,0,0,7.5,0,0,0,1,1,1.21
0,0.0,0.0,71.0,2001.0,0,0,7.5,0,0,0,1,0,1.21
0,24.0,45.0,83.0,2003.0,0,0,9.0,0,0,0,0,0,1.21
0,34.0,130.0,76.0,2010.0,0,0,8.3,0,0,0,0,0,1.21
0,16.0,39.0,75.0,2007.0,0,0,7.6,0,0,0,0,0,1.21
0,27.0,299.0,71.0,2015.0,0,0,5.1,0,0,0,0,0,1.21
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,1,0,1.21
0,54.0,355.0,87.0,2009.0,0,0,7.7,0,0,0,0,0,1.21
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,0,0,1.21
0,61.0,105.0,85.0,2008.0,0,0,8.6,0,0,1,0,0,1.21
0,0.0,0.0,71.0,2005.0,0,0,7.5,0,0,0,0,0,1.2
0,19.0,20.0,59.0,2002.0,0,0,5.1,0,0,0,1,0,1.2
0,19.0,10.0,73.0,2007.0,0,0,8.2,0,0,1,0,0,1.2
0,0.0,0.0,71.0,2006.0,0,0,7.5,0,0,0,0,0,1.2
0,37.0,16.0,78.0,2004.0,0,0,8.4,0,0,0,1,0,1.2
0,36.0,55.0,82.0,2011.0,0,0,7.1,0,0,0,1,0,1.2
0,0.0,0.0,71.0,2014.0,0,0,7.5,0,1,0,1,0,1.2
1,54.0,137.0,90.0,2004.0,0,0,9.1,0,0,0,0,0,1.2
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,0,0,1.2
1,0.0,0.0,71.0,1989.0,1,0,7.5,0,0,0,0,0,1.2
0,0.0,0.0,71.0,1986.0,0,1,7.5,0,0,0,0,0,1.2
0,0.0,0.0,71.0,1986.0,0,1,7.5,0,0,0,0,1,1.2
0,0.0,0.0,71.0,1993.0,0,0,7.5,0,0,0,0,0,1.2
0,33.0,75.0,65.0,2003.0,0,0,7.1,0,0,0,1,0,1.2
0,17.0,4.0,70.0,2006.0,0,0,7.0,0,0,0,0,0,1.2
0,22.0,26.0,92.0,2001.0,0,0,8.5,0,0,0,0,0,1.2
0,6.0,9.0,68.0,2010.0,0,0,5.4,0,0,0,0,0,1.2
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,0,0,1.19
0,14.0,9.0,55.0,2003.0,0,0,6.8,0,0,0,0,0,1.19
0,28.0,81.0,81.0,2012.0,0,0,7.5,0,0,0,1,0,1.19
1,78.0,377.0,81.0,2014.0,0,0,8.6,0,0,0,0,0,1.19
0,4.0,7.0,71.0,2002.0,0,0,7.7,0,0,0,0,1,1.19
0,19.0,43.0,83.0,2008.0,0,0,8.4,0,0,1,0,0,1.19
0,11.0,393.0,89.0,2015.0,0,0,5.2,0,0,0,0,0,1.19
0,46.0,113.0,75.0,2006.0,0,0,8.6,0,0,0,1,0,1.19
0,0.0,0.0,71.0,1990.0,0,1,7.5,0,0,0,1,1,1.19
1,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,0,0,1.19
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,0,0,1.19
0,23.0,19.0,84.0,2007.0,0,0,8.0,0,0,0,1,0,1.19
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,1,1,0,1.19
0,11.0,15.0,68.0,2007.0,0,0,7.8,0,0,0,0,0,1.19
0,14.0,11.0,76.0,2002.0,0,0,7.3,0,0,0,0,0,1.19
1,0.0,0.0,71.0,2004.0,0,0,7.5,0,0,0,0,0,1.19
1,32.0,17.0,76.0,2006.0,0,0,7.9,0,0,0,0,0,1.19
0,54.0,147.0,87.0,2006.0,0,0,8.2,0,0,0,0,0,1.18
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,0,0,1.18
0,4.0,0.0,59.0,2009.0,0,0,7.5,0,0,0,0,0,1.18
0,0.0,0.0,71.0,2012.0,0,0,7.5,0,0,0,0,0,1.18
0,0.0,0.0,71.0,1982.0,0,0,7.5,0,0,0,1,0,1.18
0,37.0,282.0,78.0,2013.0,0,0,7.9,0,0,0,1,0,1.18
1,0.0,0.0,71.0,2000.0,1,0,7.5,0,0,0,0,0,1.18
0,9.0,201.0,88.0,1999.0,0,0,9.4,0,0,0,0,0,1.18
0,0.0,0.0,71.0,1988.0,0,1,7.5,0,0,0,0,0,1.18
0,23.0,36.0,77.0,2012.0,0,0,7.7,1,0,0,0,0,1.18
0,16.0,22.0,95.0,2001.0,0,0,7.5,0,0,0,0,0,1.18
0,33.0,55.0,64.0,2012.0,0,0,6.5,0,0,0,0,0,1.18
0,0.0,0.0,71.0,1991.0,0,0,7.5,0,0,0,1,1,1.18
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,0,0,1.17
0,43.0,70.0,77.0,2005.0,0,0,8.7,0,0,0,0,0,1.17
0,14.0,60.0,70.0,2002.0,0,0,8.8,0,0,0,0,1,1.17
0,36.0,222.0,52.0,2012.0,0,0,4.9,0,0,0,1,0,1.17
0,0.0,0.0,71.0,1990.0,0,1,7.5,0,0,0,1,1,1.17
0,8.0,11.0,76.0,2008.0,0,0,7.6,0,0,0,1,0,1.17
1,22.0,36.0,62.0,2009.0,0,0,7.2,0,0,1,0,0,1.17
0,28.0,80.0,72.0,2011.0,0,0,6.9,0,0,0,0,0,1.17
0,0.0,0.0,71.0,2015.0,0,0,7.5,0,0,0,1,0,1.17
0,0.0,0.0,71.0,1993.0,0,0,7.5,0,0,0,1,0,1.17
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,1,0,1.17
0,4.0,37.0,57.0,2003.0,0,0,8.4,0,0,0,1,0,1.17
0,57.0,3756.0,96.0,2015.0,0,0,7.9,0,1,0,0,0,1.17
0,39.0,2754.0,84.0,2010.0,0,0,8.6,0,1,0,1,0,1.17
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,1,0,1.17
0,38.0,55.0,81.0,2009.0,0,0,8.1,0,0,0,0,0,1.17
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,0,0,1.17
0,23.0,28.0,65.0,2003.0,0,0,5.8,0,0,0,0,0,1.17
0,43.0,118.0,74.0,2008.0,0,0,7.3,0,0,0,0,0,1.17
0,75.0,1711.0,84.0,2008.0,0,0,5.3,0,1,0,0,0,1.17
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,1,0,1.17
1,43.0,31.0,81.0,2004.0,0,0,8.0,0,0,0,0,0,1.17
0,36.0,34.0,76.0,2011.0,0,0,7.3,0,0,0,1,0,1.16
0,19.0,53.0,85.0,2006.0,0,0,8.9,0,0,0,0,0,1.16
0,31.0,24.0,70.0,2004.0,0,0,6.3,0,0,0,0,0,1.16
0,13.0,16.0,83.0,1997.0,0,0,7.9,0,0,0,0,0,1.16
0,82.0,328.0,79.0,2008.0,0,0,7.6,1,0,0,0,1,1.16
0,17.0,176.0,43.0,2006.0,0,0,4.1,0,0,0,0,1,1.16
0,17.0,22.0,85.0,2001.0,0,0,8.5,0,0,0,0,0,1.16
0,0.0,0.0,71.0,2002.0,0,0,7.5,0,0,0,0,0,1.16
0,0.0,0.0,71.0,1995.0,0,0,7.5,0,0,0,0,0,1.16
1,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,0,0,1.16
0,0.0,0.0,71.0,1993.0,0,0,7.5,0,0,0,1,1,1.16
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,1,0,1.16
0,13.0,21.0,77.0,2011.0,0,0,7.6,1,0,0,0,0,1.16
0,22.0,328.0,88.0,2013.0,0,0,5.8,0,0,0,0,0,1.16
0,41.0,238.0,88.0,2007.0,0,0,8.0,0,0,0,1,0,1.16
0,0.0,0.0,71.0,2005.0,0,0,7.5,0,0,0,1,0,1.16
0,39.0,89.0,45.0,2010.0,0,0,5.8,1,0,0,1,0,1.16
0,32.0,66.0,78.0,2007.0,0,0,8.2,0,0,0,0,1,1.15
0,29.0,30.0,83.0,2008.0,0,0,8.1,0,1,0,0,0,1.15
0,15.0,30.0,73.0,2001.0,0,0,8.3,0,0,0,1,0,1.15
0,20.0,30.0,69.0,2007.0,0,0,7.3,0,0,0,0,0,1.15
0,5.0,13.0,43.0,2004.0,0,0,3.4,0,0,0,1,0,1.15
1,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,1,0,1,1.15
0,37.0,228.0,86.0,2012.0,0,0,6.7,0,1,0,0,0,1.15
0,0.0,0.0,71.0,1980.0,0,0,7.5,0,0,0,0,0,1.15
0,43.0,437.0,53.0,2012.0,0,0,5.4,1,0,0,0,0,1.15
1,0.0,0.0,71.0,1990.0,1,0,7.5,0,0,0,0,0,1.15
0,0.0,0.0,71.0,1995.0,0,0,7.5,0,0,0,1,0,1.15
0,0.0,0.0,71.0,1986.0,0,1,7.5,0,0,0,1,0,1.15
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,0,1,0,1.15
0,9.0,14.0,83.0,2009.0,0,0,7.9,0,0,0,0,0,1.15
1,55.0,21.0,76.0,2003.0,0,0,8.3,0,0,0,0,0,1.15
0,40.0,2360.0,92.0,2007.0,0,0,8.5,0,1,0,0,0,1.15
0,0.0,0.0,71.0,1993.0,0,0,7.5,0,0,0,1,0,1.15
0,28.0,28.0,68.0,2003.0,0,0,9.0,0,0,0,0,1,1.15
0,44.0,164.0,62.0,2014.0,0,0,5.1,0,0,0,0,0,1.15
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,1,0,1.15
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,1,0,1.15
0,8.0,0.0,51.0,2000.0,0,0,7.5,0,0,0,0,0,1.14
0,33.0,38.0,79.0,2003.0,0,0,8.4,0,0,0,0,0,1.14
0,77.0,933.0,91.0,2005.0,0,0,9.1,0,0,0,0,0,1.14
0,12.0,17.0,81.0,1998.0,0,0,8.5,0,0,0,1,0,1.14
0,46.0,155.0,88.0,2007.0,0,0,7.5,0,0,0,1,0,1.14
0,22.0,121.0,74.0,2013.0,0,0,7.5,0,0,0,0,0,1.14
1,36.0,50.0,56.0,2011.0,0,0,7.1,0,0,0,0,0,1.14
0,42.0,47.0,65.0,2008.0,0,0,6.6,0,0,0,0,0,1.14
